ticker,fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,operatingCashflow,paymentsForOperatingActivities,proceedsFromOperatingActivities,changeInOperatingLiabilities,changeInOperatingAssets,depreciationDepletionAndAmortization,capitalExpenditures,changeInReceivables,changeInInventory,profitLoss,cashflowFromInvestment,cashflowFromFinancing,proceedsFromRepaymentsOfShortTermDebt,paymentsForRepurchaseOfCommonStock,paymentsForRepurchaseOfEquity,paymentsForRepurchaseOfPreferredStock,dividendPayout,dividendPayoutCommonStock,dividendPayoutPreferredStock,proceedsFromIssuanceOfCommonStock,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,proceedsFromIssuanceOfPreferredStock,proceedsFromRepurchaseOfEquity,proceedsFromSaleOfTreasuryStock,changeInCashAndCashEquivalents,changeInExchangeRate,netIncome,grossProfit,totalRevenue,costOfRevenue,costofGoodsAndServicesSold,operatingIncome,sellingGeneralAndAdministrative,researchAndDevelopment,operatingExpenses,investmentIncomeNet,netInterestIncome,interestIncome,interestExpense,nonInterestIncome,otherNonOperatingIncome,depreciation,depreciationAndAmortization,incomeBeforeTax,incomeTaxExpense,interestAndDebtExpense,netIncomeFromContinuingOperations,comprehensiveIncomeNetOfTax,ebit,ebitda
AMED,2020-12-31,USD,1567198000,361984000,81808000,81800000,None,257645000,1224702000,23719000,95024000,1006900000,74200000,932700000,14200000,14200000,None,13265000,33200000,756457000,456337000,42674000,None,10496000,40542000,301033000,900000,215000000,10500000,204500000,215000000,301521000,33622000,809224000,319092000,429991000,38000,32814278,65912000,39505000,None,7049000,-16786000,8847000,2337000,4372000,None,45580000,-1565000,-96443000,-94000000,0,0,None,None,None,None,None,0,None,1217000,None,-32096000,None,45100000,-607662000,4390000,612052000,306800000,62153000,183400000,None,186244000,34000,-2363000,34000,2363000,-47000,649000,None,-1355000,61560000,16460000,2363000,49546000,45151000,63923000,62568000
AMED,2020-09-30,USD,1602720000,411250000,112904000,112904000,None,250777000,1191470000,24104000,101512000,1015626000,84143000,931483000,None,None,None,30114000,33278000,844977000,437496000,39037000,None,10711000,41173000,344962000,92981000,311300000,10700000,300600000,311300000,297286000,44386000,756205000,318771000,384840000,37000,32802785,83083000,1610000,None,20164000,26675000,8283000,1294000,2511000,None,72411000,-1221000,-146736000,-90000000,0,0,None,300000,300000,None,None,0,None,4037000,None,79535000,None,71981000,-606677000,2120000,608797000,297668000,63300000,179700000,None,187983000,31000,-2692000,31000,2692000,-17000,122000,None,8283000,61779000,-10202000,2692000,72411000,71981000,64471000,72754000
AMED,2020-06-30,USD,1645488000,449540000,177278000,177278000,None,249030000,1195948000,25007000,100963000,1018901000,81813000,937088000,None,None,None,9395000,33673000,923229000,442048000,33383000,None,10718000,40668000,419570000,91561000,403400000,10700000,392700000,403400000,297997000,26857000,720851000,257625000,312859000,37000,32442719,133922000,1537000,None,55524000,-35651000,6334000,267000,-34456000,None,35147000,-213567000,82160000,15000000,0,0,None,12000,12000,None,None,0,None,2589000,None,41872000,None,34674000,-543451000,20028000,563479000,295228000,49932000,156300000,None,162634000,214000,-2752000,214000,2752000,149000,277000,None,6334000,44705000,10031000,2752000,35147000,34674000,47457000,53791000
AMED,2020-03-31,USD,1440084000,468128000,174756000,174756000,None,268551000,971956000,26477000,98472000,789300000,68251000,721049000,None,None,None,9278000,52287000,759940000,316106000,31147000,None,11122000,38587000,388908000,82391000,391000000,11100000,379900000,391000000,246372000,8966000,679197000,255291000,278185000,37000,32370345,6035000,1755000,None,-13240000,30798000,5338000,1434000,25459000,None,32046000,-70755000,146042000,150000000,0,0,None,360000,360000,None,None,0,None,2044000,None,81322000,None,31802000,-552689000,491685000,549403000,285737000,43870000,156800000,None,162155000,13000,-3231000,13000,3231000,-55000,263000,None,5338000,41148000,9346000,3231000,32046000,31802000,44379000,49717000
AMED,2019-12-31,USD,1262745000,350554000,30294000,30294000,None,241596000,845112000,28113000,96137000,723200000,64700000,658500000,35700000,35700000,None,8200000,54612000,621232000,326943000,31259000,None,9927000,37696000,238161000,1700000,242200000,9927000,232256000,242200000,257488000,5905000,640450000,251241000,246383000,37000,32284051,75220000,1872000,None,10911000,-23465000,5988000,1551000,-15323000,None,27969000,-1386000,1899000,3000000,0,0,None,152000,152000,None,None,0,None,1026000,None,75733000,None,27700000,-560442000,500678000,557251000,295637000,41600000,164500000,None,160495000,19000,-3056000,19000,3056000,-135000,-367000,None,-5640000,39098000,11398000,3056000,33307000,27655000,42154000,36514000
AMED,2019-09-30,USD,1212380000,299519000,20757000,20757000,None,254703000,814869000,29969000,101446000,726940000,66468000,660472000,None,35400000,None,13458000,54260000,608915000,314653000,35901000,None,8959000,35742000,237643000,2000000,240600000,9000000,231600000,240600000,243010000,6002000,602564000,251070000,218728000,37000,32246575,47455000,3569000,None,-79000,16897000,4366000,3644000,15304000,None,34325000,-3604000,-36996000,-33000000,0,0,None,453000,453000,None,None,0,None,2895000,None,6855000,None,34100000,-551493000,494631000,547715000,288708000,46800000,154700000,None,159066000,15000,-3778000,15000,3778000,-8000,1975000,None,4366000,44019000,9919000,3778000,34325000,34132000,47797000,52163000
AMED,2019-06-30,USD,1205862000,275785000,13902000,13902000,None,239674000,818838000,29762000,98936000,726788000,61966000,664822000,None,39400000,None,13252000,58288000,642920000,313007000,35690000,None,7610000,33797000,272521000,1800000,274100000,7600000,266500000,274100000,243520000,6053000,561781000,246175000,184596000,36000,32130184,59266000,3462000,None,12052000,-742000,5179000,1495000,1832000,None,34040000,-19046000,-36872000,-35000000,0,0,None,91000,91000,None,None,0,None,1739000,None,3348000,None,33700000,-550940000,492984000,546608000,290752000,44751000,152300000,None,157500000,20000,-4332000,20000,4332000,-2000,193000,None,5179000,44008000,10308000,4332000,34040000,33742000,48340000,53519000
AMED,2019-03-31,USD,1184239000,271731000,10554000,10554000,None,236437000,801119000,29716000,96892000,712315000,62801000,649514000,None,35700000,None,13948000,54888000,663039000,297377000,32797000,None,6038000,31552000,309822000,1500000,309700000,6000000,303700000,309700000,233028000,6089000,520246000,244373000,150854000,36000,32037667,20059000,725000,None,7554000,33306000,2895000,1198000,22333000,None,31573000,-328912000,299178000,127500000,0,0,None,366000,366000,None,None,0,None,1138000,None,-9675000,None,31300000,-521144000,467340000,517799000,275274000,44324000,144800000,None,147691000,24000,-3349000,24000,3349000,4000,236000,None,2900000,42178000,10878000,3349000,31573000,31304000,45527000,48427000
AMED,2018-12-31,USD,717118000,224118000,20229000,20229000,None,192472000,495712000,29400000,95500000,373600000,44100000,329500000,35100000,35100000,None,7300000,54145000,234485000,222476000,28531000,None,1600000,1912000,12000000,None,7400000,1612000,5775000,7400000,192033000,6234000,481582000,241685000,119550000,36000,31973505,64033000,533000,None,2582000,-16990000,3379000,874000,-6058000,None,27720000,-9572000,-48242000,-50000000,0,0,None,560000,560000,None,None,0,None,3846000,None,6219000,None,27500000,-1940452000,434378000,710740000,262300000,36427000,139300000,None,131894000,15000,-1536000,None,1536000,24000,458000,None,-7382000,36375000,8875000,1536000,35412000,27461000,37911000,30529000
AMED,2018-09-30,USD,725892000,232668000,14010000,14010000,None,195030000,452075000,30215000,93400000,368454000,44309000,324145000,None,31900000,None,11949000,53406000,280396000,219290000,24519000,None,1209000,1209000,61106000,None,56100000,1200000,54900000,56100000,193562000,6253000,444143000,240536000,92089000,36000,31877278,68480000,909000,None,6032000,-14248000,3164000,4073000,-2562000,None,31548000,-7418000,-72956000,-70000000,0,0,None,180000,180000,None,None,0,None,770000,None,-11894000,None,31400000,37909000,415309000,377400000,249739000,39888000,124500000,None,127700000,29000,-1991000,None,1991000,-88000,1822000,None,3164000,41225000,9825000,1991000,31548000,31377000,43216000,46380000
AMED,2018-06-30,USD,753324000,258773000,25904000,25904000,None,197592000,447632000,27998000,101100000,369033000,44888000,324145000,None,None,None,24784000,50601000,344263000,214189000,29810000,None,668000,668000,130074000,None,124600000,700000,123900000,124600000,183711000,6137000,407953000,237947000,60712000,36000,31801357,50653000,1015000,None,11500000,8712000,3125000,149000,4656000,None,33541000,-1958000,-142796000,127500000,0,0,None,322000,322000,None,None,0,None,-178358000,None,-94101000,None,33300000,40696000,409460000,368764000,242600000,42828000,123100000,None,126200000,114000,-2140000,None,2140000,-87000,359000,None,3125000,43896000,10596000,2140000,33541000,33349000,46036000,49161000
AMED,2018-03-31,USD,842288000,343519000,120005000,120005000,None,192936000,445650000,28213000,130877000,367581000,45382000,322199000,None,None,None,18148000,49856000,292730000,210810000,22966000,None,10417000,10417000,81920000,None,86200000,10400000,75800000,86200000,177427000,6138000,548320000,55019000,27363000,35000,34056627,40317000,1065000,None,-982000,-1324000,3593000,1462000,-8260000,None,27320000,-3245000,-3430000,0,0,0,None,28000,28000,None,None,0,None,722000,None,33642000,None,27200000,33687000,396996000,363309000,238300000,36000000,121400000,None,125563000,120000,-1703000,None,1703000,-563000,601000,None,3593000,36763000,9563000,1703000,27320000,27159000,38466000,42059000
AMRS,2022-09-30,USD,754060000,272482000,18500000,18500000,129332000,15676000,469400000,169827000,98625000,181322000,54662000,126660000,3934000,9687000,None,3545000,13202000,1158864000,309262000,133819000,953000,1732000,89949000,849602000,51000,813845000,1720000,673927000,749600000,6329000,4578000,-427583000,None,-2730381000,32000,324885832,-133534000,4386000,None,31455000,43363000,3193000,30086000,3113000,30729000,-168022000,-30086000,81287000,None,None,None,None,None,None,None,0,0,None,0,None,-82333000,None,-161395000,-118294000,77079000,195373000,65818000,-148178000,124709000,28780000,158335000,None,-6289000,None,6289000,69475000,1688000,None,3192000,-161243000,152000,6289000,-167274000,-181626000,-154954000,-151762000
AMRS,2022-06-30,USD,789440000,310109000,99820000,99820000,99195000,3664000,472773000,151137000,96419000,191809000,57645000,134164000,4682000,4682000,None,4318000,18251000,1033028000,187074000,102962000,816000,967000,2607000,845954000,54000,725436000,955000,672965000,673900000,2525000,4210000,-272994000,None,-2568986000,32000,321111428,-147041000,8302000,None,19678000,26893000,2586000,37711000,2322000,18059000,-113520000,-41936000,3262000,None,None,None,None,None,None,None,0,0,None,2602000,None,-185715000,None,-110013000,-111085000,74920000,186005000,55930000,-143421000,126587000,26111000,156186000,None,-5304000,None,5304000,68805000,780000,None,2586000,-110698000,-685000,5304000,-108548000,-133881000,-105394000,-102808000
AMRS,2022-03-31,USD,898450000,470936000,287886000,287886000,82296000,6314000,425092000,125264000,95271000,192099000,56094000,136005000,9654000,9654000,None,3698000,23534000,1024327000,266217000,88292000,1554000,1067000,95817000,758110000,58000,759690000,1055000,672005000,673100000,5977000,3490000,-158790000,None,-2458973000,32000,308899906,-152442000,3097000,None,4038000,15027000,2400000,33751000,1554000,5001000,-110233000,-47286000,3958000,None,None,None,None,None,None,None,0,0,None,4092000,None,-195770000,None,-107305000,-91224000,67970000,159194000,48995000,-124560000,106916000,26358000,136577000,None,-5263000,None,5263000,58005000,-3052000,None,2400000,-108125000,-820000,5263000,-109444000,-92019000,-102862000,-100462000
AMRS,2021-12-31,USD,954298000,639212000,483462000,483462000,75070000,4722000,307918000,72835000,85694000,170524000,39265000,131259000,9443000,9443000,None,3229000,10566000,675090000,269805000,79666000,2641000,1036000,116152000,409692000,61000,417384000,896000,309061000,310000000,4833000,4510000,246439000,None,-2357661000,31000,308899906,-142170000,4403000,None,-3133000,76000,2219000,23517000,-3558000,4920000,36773000,-23517000,537908000,None,None,None,None,None,None,None,0,0,None,1227000,None,372221000,None,37845000,-209650000,64776000,161166000,61807000,-128858000,94914000,24709000,124070000,None,-10748000,None,10748000,72780000,540000,None,4445000,29561000,-8284000,16154000,37029000,37210000,40309000,44754000
AMRS,2021-09-30,USD,542307000,278064000,114887000,114887000,72062000,9902000,253840000,53124000,84471000,168354000,39662000,128692000,2472000,2472000,None,2959000,6753000,595632000,460027000,80645000,3597000,25796000,313215000,143382000,63000,322346000,24614000,12099000,49200000,2143000,24179000,-89168000,None,-2395506000,31000,244951446,-69368000,4305000,None,33725000,22105000,2226000,16737000,4685000,16300000,-33961000,-34911000,4816000,None,None,None,None,None,None,None,0,0,None,351000,None,-33961000,None,-32944000,-51256000,61857000,113113000,40252000,-86845000,70635000,23824000,96685000,None,-4321000,None,4321000,51964000,690000,None,2226000,-32886000,58000,5001000,-34142000,-40438000,-28565000,-26339000
AMRS,2021-06-30,USD,445819000,349206000,214424000,214424000,54261000,3798000,88166000,41967000,84729000,11985000,7972000,4013000,2291000,2291000,None,2504000,6672000,528331000,94837000,48610000,2301000,3448000,15770000,449313000,0,375556000,1143000,13835000,50100000,2459000,31534000,-122072000,None,-2362562000,30000,244951446,-78446000,2353000,None,-1276000,14888000,2186000,2889000,13753000,5331000,15447000,-3177000,151709000,None,None,None,None,None,None,None,0,0,None,138275000,None,15447000,None,15381000,-26658000,60289000,86947000,30421000,-54869000,54340000,22424000,78950000,None,-4723000,None,4723000,58392000,28000,None,2186000,15438000,57000,3788000,16587000,20154000,20161000,22347000
AMRS,2021-03-31,USD,326589000,252225000,143821000,143821000,47639000,237000,69208000,31933000,80797000,None,None,None,3431000,3431000,None,1409000,4770000,636730000,147110000,44154000,6274000,59162000,64672000,497282000,0,483465000,55904000,13873000,49300000,2425000,22467000,-321115000,None,-2377943000,27000,244951446,108651000,4460000,None,5856000,-8381000,2114000,2493000,-17275000,5686000,-290051000,-2493000,7529000,None,None,None,None,None,None,None,0,0,None,34139000,None,113687000,None,-291251000,205159000,267854000,62695000,22659000,92946000,37922000,23332000,63385000,None,-5813000,None,5813000,126393000,-678000,None,2114000,-291196000,55000,33126000,-290443000,-293289000,-285383000,-283269000
AMRS,2020-12-31,USD,222814000,146564000,30152000,30152000,42862000,11973000,70117000,32875000,80235000,0,0,0,2380000,2380000,None,1414000,3704000,389859000,163053000,41045000,4579000,58918000,86833000,234413000,0,263059000,54748000,26170000,86500000,2237000,22754000,-176819000,None,-2086692000,24000,244951446,-9940000,4709000,None,10158000,24209000,2631000,3162000,16425000,5688000,-109261000,-3162000,9187000,None,None,None,None,None,None,None,0,0,None,125211000,None,-3915000,None,-109617000,104913000,171456000,66543000,27102000,-2979000,36233000,19388000,58883000,None,-6204000,None,6204000,72743000,-786000,None,3208000,-109597000,20000,6204000,-114473000,-107487000,-103393000,-100185000
AMRS,2020-09-30,USD,205939000,131238000,38280000,38280000,37212000,317000,73754000,29791000,83743000,None,None,None,4054000,4054000,None,3053000,5359000,284666000,103581000,30357000,4541000,35313000,40364000,188636000,1171000,174406000,31431000,26176000,90600000,3028000,21996000,-88145000,None,-1977075000,24000,239185985,-55481000,7529000,None,6983000,8797000,2625000,4125000,5765000,4332000,-21454000,-4125000,-1949000,None,None,None,None,None,None,None,0,0,None,0,None,-21454000,None,-23156000,-38186000,27862000,66048000,25822000,-48082000,38321000,18197000,58423000,None,-6627000,None,6627000,33651000,-49000,None,1905000,-23073000,83000,9233000,-21088000,-23953000,-16446000,-14541000
AMRS,2020-06-30,USD,267689000,190709000,99998000,100000000,33059000,-8000,75575000,27394000,82834000,None,None,None,4043000,4043000,2000,3421000,5557000,327328000,129049000,22779000,5425000,47087000,51980000,205908000,2305000,205911000,43482000,23532000,87700000,1933000,15254000,-67355000,None,-1953919000,20000,204618423,-63957000,7043000,None,-26298000,968000,2396000,4454000,-3238000,1837000,-108315000,-4454000,165624000,None,None,None,None,None,None,None,0,0,None,30016000,None,-108315000,None,-110422000,-77890000,30005000,55276000,23098000,-40561000,30503000,16965000,49143000,None,-20118000,None,20118000,-3803000,1497000,None,1676000,-110323000,99000,42147000,-108038000,-112777000,-90205000,-88529000
AMRS,2020-03-31,USD,167307000,84977000,2607000,2600000,31063000,6724000,83505000,26912000,82507000,None,None,None,4320000,4320000,None,2903000,9180000,343436000,192261000,48936000,4675000,84981000,99156000,159917000,3255000,200008000,76724000,11882000,153600000,1314000,17335000,-181738000,None,-1843497000,16000,163891920,-46375000,5045000,None,2191000,10471000,1719000,1040000,5209000,4392000,-87844000,-1040000,49663000,None,None,None,None,None,None,None,0,0,None,18332000,None,2248000,None,-87844000,-48925000,29130000,45527000,11790000,-31800000,32014000,17126000,50901000,None,-15002000,11720000,15002000,4787000,4000,None,1719000,-87753000,91000,42321000,-87844000,-90393000,-72751000,-71032000
AMRS,2019-12-31,USD,160966000,73611000,270000,270000,27770000,3823000,88008000,28930000,83673000,0,None,0,4734000,4734000,None,2569000,9705000,411134000,161137000,51234000,2802000,53403000,71895000,251446000,4166000,261772000,45313000,48452000,195800000,3647000,23024000,-255777000,None,-1755653000,12000,117742677,-43466000,12291000,None,22414000,16634000,1890000,4067000,-664000,11380000,-78874000,-4067000,46168000,None,None,None,None,None,None,None,0,0,None,-25265000,None,-1365000,None,-78874000,-2607000,51626000,54233000,22703000,-31880000,34130000,15367000,47097000,None,-14057000,8843000,14057000,9502000,-1703000,None,2667000,-78778000,96000,49669000,-78874000,-78133000,-64721000,-62054000
AMRS,2019-09-30,USD,128115000,55200000,1632000,1632000,15944000,3576000,74628000,24436000,78961000,None,None,None,None,-15894000,None,5873000,5620000,336194000,159037000,24925000,6186000,73468000,147677000,178606000,12000,204243000,65495000,20045000,141100000,2958000,26801000,-214016000,None,-1521417000,10000,103400207,-55210000,7652000,None,-14582000,13222000,969000,6110000,1335000,2299000,-59562000,-3062000,58688000,None,None,None,None,None,None,None,0,0,None,25279000,None,-59962000,None,-59562000,-39143000,15821000,54964000,20654000,-38074000,33341000,19032000,53342000,None,-16857000,17255000,16857000,31834000,1076000,None,969000,-59029000,533000,19578000,-59562000,-60628000,-42172000,-41203000
AMRS,2019-06-30,USD,122816000,46185000,940000,900000,13961000,3696000,78114000,24260000,80011000,None,None,None,None,None,None,4867000,5672000,298150000,189876000,31459000,14186000,89347000,107649000,109723000,36000,168744000,79429000,10494000,96300000,3763000,29964000,-181271000,None,-1617217000,10000,101186738,-21277000,10242000,None,7102000,13701000,874000,2905000,7195000,5506000,-38088000,-2905000,20276000,None,None,None,None,None,None,None,0,0,None,14221000,None,-38088000,None,-38088000,38074000,84930000,46856000,15121000,-2511000,30862000,19222000,50957000,None,-15217000,29790000,15217000,56819000,-41000,None,873000,-38088000,0,21092000,-38088000,-39188000,-22871000,-21998000
AMRS,2019-03-31,USD,105147000,36268000,5153000,5200000,8486000,1334000,61345000,21558000,79144000,None,None,None,None,None,47000,3949000,5548000,337347000,235704000,28604000,9782000,140817000,153752000,103774000,93000,215827000,129393000,42928000,155800000,1054000,16920000,-238137000,None,-1579129000,8000,77210681,-36980000,8404000,None,1942000,-14265000,848000,3046000,-5048000,-1196000,-66243000,-3046000,-222000,None,None,None,None,None,None,None,0,0,None,14000,None,-40248000,None,-66243000,-46471000,14374000,46398000,17707000,-49425000,28253000,17839000,46531000,None,-12534000,14573000,12534000,12443000,-115000,None,848000,-66243000,0,12534000,-66243000,-65279000,-53709000,-52861000
AMRS,2018-12-31,USD,127925000,92215000,45353000,45400000,9693000,707000,39456000,19756000,78631000,None,None,None,None,2828000,47000,1900000,7958000,339744000,211736000,26844000,9823000,124010000,147677000,136035000,None,209697000,124010000,43331000,151800000,3284000,23192000,-217756000,None,-1521417000,8000,76564829,-19919000,3741000,None,18948000,-22734000,964000,6110000,-18204000,3526000,-29050000,-6110000,51797000,None,None,None,None,None,None,None,0,0,None,-3061000,None,25768000,None,-48598000,15318000,2546000,51620000,16275000,-48661000,26109000,18783000,52970000,None,-17016000,-3051000,13965000,21121000,-940000,None,964000,-48598000,0,34414000,-29050000,-48627000,-34633000,-62422000
AMRS,2018-09-30,USD,122682000,67724000,19045000,19000000,6260000,35564000,74888000,16622000,104520000,560000,560000,560000,5313000,5313000,5313000,6799000,26557000,323272000,154265000,11380000,None,62407000,108924000,169699000,None,171117000,61904000,43667000,171117000,3959000,8152000,-206527000,None,-1367235000,6000,64090445,-34959000,6748000,None,-10827000,8306000,1013000,2155000,8729000,-423000,-74453000,-1998000,41387000,None,None,None,None,None,None,None,0,0,None,46048000,None,-68321000,None,-74453000,-45877000,14866000,29600000,8574000,-37943000,27239000,16445000,37471000,None,-8658000,522000,9180000,-10182000,-2533000,None,1013000,-74453000,0,8658000,-68321000,-74647000,-65273000,-64260000
AMRS,2018-06-30,USD,118652000,66842000,14050000,14100000,6632000,44061000,72011000,15300000,104569000,560000,560000,560000,3570000,3570000,130000,6533000,24747000,367628000,158606000,19206000,None,60570000,109656000,209773000,None,171402000,59987000,43642000,171402000,3580000,8581000,-254913000,None,-1298914000,5000,50340680,-29319000,6220000,None,5966000,2834000,1383000,3005000,1101000,1733000,-14382000,-2780000,21467000,None,None,None,None,None,None,None,0,0,None,16177000,None,1533000,None,-14382000,12536000,38709000,26173000,6534000,-26598000,19454000,15669000,35476000,None,-8824000,756000,9580000,47533000,-168000,None,1383000,1533000,None,8850000,1533000,-15209000,-26598000,-25215000
AMRS,2018-03-31,USD,118160000,73853000,24084000,24100000,4998000,44425000,61936000,12880000,107305000,560000,560000,560000,2168000,2168000,16000,8519000,21302000,404371000,110565000,16054000,None,34764000,56943000,301852000,None,163059000,34252000,62489000,165594000,3963000,8981000,-292148000,None,-1206767000,5000,45850847,-25169000,1815000,None,674000,506000,1561000,3925000,926000,-420000,-92802000,-1584000,-6694000,None,None,None,None,None,None,None,0,0,None,306000,None,-33447000,None,-92802000,-60494000,80588000,24072000,5315000,-23381000,18100000,17825000,38605000,None,-8205000,1773000,9978000,-41158000,692000,None,1561000,-1373000,344000,8205000,-91496000,-92939000,-23381000,-21820000
AMRS,2017-12-31,USD,140796000,104001000,57059000,57100000,5408000,48312000,59306000,13892000,88269000,560000,560000,560000,3233000,3233000,41000,1233000,12559000,352884000,105968000,15515000,5263000,37648000,1696000,247462000,None,163704000,36924000,60220000,165400000,2633000,23658000,-218025000,None,-1206767000,5000,45637433,1473000,4734000,None,-5615000,10375000,3234000,3925000,16499000,3000000,-1717000,49196000,-10880000,None,None,None,None,None,None,None,0,0,None,13000,None,41194000,322000,-85370000,-1584000,64814000,66398000,14623000,17170000,19600000,13421000,31817000,None,-4813000,3049000,7862000,-35823000,-380000,None,3234000,-78444000,6926000,3267000,-1584000,-3272000,-70582000,36940000
AMSC,2022-12-31,USD,165072000,94165000,23685000,23685000,38725000,17568000,70909600,12611000,None,52686000,9215000,43471000,None,None,None,14187000,433000,77865000,68053000,13548000,82830000,72000,69000,9812000,0,35000,72000,35000,3304000,18954000,24000,87207000,3639000,-1048678000,299000,27954000,-5495000,None,None,1129000,121000,600000,410000,-2830000,2575000,-9554000,-505000,-24000,0,0,0,None,None,None,None,0,None,None,-1000,None,-6024000,None,-9581000,517000,23881000,23364000,200000,-9209000,7173000,2083000,9726000,None,42000,42000,42000,23881000,-287000,None,1305000,-9481000,100000,None,-9554000,-9776000,-9209000,-7904000
AMSC,2022-09-30,USD,171747000,94979000,27811000,27811000,36342000,20391000,76772200,12798000,None,53382000,9911000,43471000,0,None,None,10435000,323000,76364000,66880000,18184000,70908000,72000,68000,9484000,0,58000,72000,58000,3524000,18567000,21000,95383000,3639000,-1039097000,293000,27867000,-5709000,None,None,2613000,3151000,700000,119000,-1334000,4116000,-9881000,-163000,115000,0,0,0,None,None,None,None,0,None,None,0,None,-5757000,None,-9881000,1970000,27680000,25710000,700000,-8092000,7350000,2314000,10062000,None,45000,45000,45000,27680000,73000,None,1398000,-9895000,-14000,None,-9881000,-7855000,-8092000,-6694000
AMSC,2022-06-30,USD,176508000,98210000,33355000,33355000,32924000,21731000,78335800,13397000,None,54070000,10599000,43471000,0,None,None,10200000,288000,74595000,64711000,19213000,67510000,72000,66000,9884000,0,71000,72000,71000,3747000,17206000,22000,101913000,3639000,-1029216000,289000,27560000,-5863000,None,None,10442000,10479000,700000,441000,1426000,9633000,-8710000,-496000,-20000,0,0,0,None,None,None,None,0,None,None,0,None,-6379000,None,-8710000,2221000,22679000,20458000,346000,-8869000,7562000,2678000,11090000,None,24000,24000,24000,22679000,167000,None,1401000,-8678000,32000,None,-8710000,-8647000,-8869000,-7468000
AMSC,2022-03-31,USD,173887000,94336000,40584000,40584000,23666000,20280000,79559000,13656000,None,54782000,11311000,43471000,0,None,0,9806000,239000,64498000,53964000,13192000,60068000,72000,65000,10535000,1000,90000,72000,90000,3802000,16743000,25000,109389000,3639000,-1020506000,289000,28522359,-3052000,None,None,3617000,2765000,700000,228000,-768000,3028000,-19193000,-107000,93000,0,0,0,None,None,None,None,0,None,None,116000,None,-3066000,None,-19193000,13492000,108435000,94943000,275000,-21089000,27494000,10470000,34581000,None,7000,7000,7000,108435000,-28000,None,1332000,-21042000,-1849000,None,-19193000,-19207000,-21089000,-19757000
AMSC,2021-12-31,USD,175296000,94933000,43887000,43887000,20942000,21049000,80354100,14118000,None,55426000,11955000,43471000,0,None,0,9055000,363000,62261000,51827000,10438000,62956000,72000,67000,10434000,4000,113000,72000,113000,3728000,15900000,24000,113035000,3639000,-1015474000,289000,27352000,-4191000,None,None,-3611000,-2889000,700000,200000,-4129000,-196000,-4324000,-226000,-12000,0,0,0,None,None,None,None,0,None,None,0,None,-7834000,None,-4324000,3572000,26799000,23227000,400000,-4380000,6777000,2657000,7952000,None,12000,12000,12000,26799000,45000,None,1378000,-4323000,1000,None,-4324000,-4304000,-4380000,-3002000
AMSC,2021-09-30,USD,184373000,102499000,48501000,48501000,21574000,25177000,81884700,14611000,None,56116000,12645000,43471000,0,None,0,7247000,340000,68269000,57259000,14920000,63036000,72000,67000,11010000,5000,125000,72000,125000,3914000,17051000,23000,116104000,3639000,-1011150000,288000,27252000,-5905000,None,None,-2028000,221000,700000,286000,1269000,10000,-4434000,4878000,107000,0,0,0,None,None,None,None,0,None,None,0,None,-6164000,None,-4434000,3261000,27908000,24647000,600000,-4302000,6697000,2669000,7563000,None,25000,25000,25000,27908000,24000,None,1363000,-4253000,181000,None,-4434000,-4410000,-4302000,-2939000
AMSC,2021-06-30,USD,173887000,109516000,50070000,55234000,22155000,23908000,82695200,15067000,None,56783000,13312000,43471000,5164000,None,5164000,8219000,320000,73614000,61907000,13192000,57244000,72000,66000,11707000,6000,143000,72000,143000,4105000,23506000,25000,118553000,3639000,-1006716000,287000,26826000,-5829000,None,None,5784000,7390000,600000,224000,7388000,465000,-5431000,-11708000,-46000,0,0,0,None,None,None,None,0,None,None,0,None,-17583000,None,-5403000,3369000,25420000,22051000,600000,-7499000,7142000,3041000,10868000,None,32000,32000,32000,25417000,-64000,None,1268000,-7531000,-2128000,None,-5431000,-5466000,-7499000,-6231000
AMSC,2021-03-31,USD,168866000,105230000,67814000,72954000,13306000,13267000,63636000,8997000,42416000,43787000,9153000,34634000,5140000,None,5140000,5703000,314000,52274000,40738000,5353000,42514000,0,612000,11536000,0,None,None,0,3858000,20985000,25000,116592000,3593000,-1001313000,280000,27593400,-8681000,None,None,-13104000,-14122000,800000,1764000,-5193000,-8106000,-22678000,2469000,50828000,0,0,0,None,None,None,None,51477000,None,None,51755000,None,44616000,None,-22678000,17454000,87125000,69671000,1762000,-23165000,25322000,11015000,40619000,None,53000,53000,None,86762000,-771000,None,5352000,-23510000,-832000,None,-22678000,-22739000,-23165000,-17813000
